freq,statinfo,unit,isced11,life_sat,sex,age,geo,time,value
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Euro area – 20 countries (2023-2025),2025,7.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Belgium,2013,7.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Belgium,2018,7.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Belgium,2021,7.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Belgium,2022,7.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Belgium,2023,7.7
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Belgium,2024,7.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Belgium,2025,7.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Bulgaria,2013,4.9
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Bulgaria,2018,5.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Bulgaria,2021,5.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Bulgaria,2022,5.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Bulgaria,2023,5.9
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Bulgaria,2024,6.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Bulgaria,2025,6.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Czechia,2013,6.8
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Czechia,2018,7.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Czechia,2021,7.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Czechia,2022,7.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Czechia,2023,7.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Czechia,2024,7.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Czechia,2025,7.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Denmark,2013,8.0
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Denmark,2018,7.8
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Denmark,2021,7.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Denmark,2022,7.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Denmark,2023,7.4
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Denmark,2024,7.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Denmark,2025,7.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Germany,2013,7.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Germany,2018,7.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Germany,2021,
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Germany,2022,6.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Germany,2023,6.9
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Germany,2024,6.9
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Germany,2025,6.9
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Estonia,2013,6.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Estonia,2018,6.8
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Estonia,2021,7.1
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Estonia,2022,7.0
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Estonia,2023,7.1
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Estonia,2024,6.9
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Estonia,2025,7.1
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Ireland,2013,7.4
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Ireland,2018,8.0
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Ireland,2021,7.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Ireland,2022,7.4
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Ireland,2023,7.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Ireland,2024,7.4
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Ireland,2025,7.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Greece,2013,6.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Greece,2018,6.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Greece,2021,6.8
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Greece,2022,6.8
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Greece,2023,6.9
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Greece,2024,6.8
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Greece,2025,7.0
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Spain,2013,7.1
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Spain,2018,7.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Spain,2021,7.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Spain,2022,7.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Spain,2023,7.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Spain,2024,7.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Spain,2025,7.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,France,2013,7.0
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,France,2018,7.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,France,2021,6.7
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,France,2022,6.9
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,France,2023,7.1
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,France,2024,7.1
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,France,2025,7.1
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Croatia,2013,6.4
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Croatia,2018,6.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Croatia,2021,6.9
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Croatia,2022,6.9
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Croatia,2023,7.1
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Croatia,2024,7.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Croatia,2025,7.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Italy,2013,6.9
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Italy,2018,7.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Italy,2021,7.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Italy,2022,7.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Italy,2023,7.4
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Italy,2024,7.4
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Italy,2025,7.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Cyprus,2013,6.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Cyprus,2018,7.1
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Cyprus,2021,6.8
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Cyprus,2022,7.1
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Cyprus,2023,7.4
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Cyprus,2024,7.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Cyprus,2025,7.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Latvia,2013,6.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Latvia,2018,6.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Latvia,2021,6.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Latvia,2022,6.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Latvia,2023,6.7
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Latvia,2024,6.7
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Latvia,2025,6.7
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Lithuania,2013,6.4
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Lithuania,2018,6.0
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Lithuania,2021,6.7
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Lithuania,2022,6.8
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Lithuania,2023,6.8
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Lithuania,2024,6.9
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Lithuania,2025,6.9
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Luxembourg,2013,7.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Luxembourg,2018,7.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Luxembourg,2021,7.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Luxembourg,2022,7.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Luxembourg,2023,7.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Luxembourg,2024,7.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Luxembourg,2025,7.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Hungary,2013,6.1
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Hungary,2018,6.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Hungary,2021,6.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Hungary,2022,6.8
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Hungary,2023,7.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Hungary,2024,7.0
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Hungary,2025,7.0
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Malta,2013,7.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Malta,2018,7.7
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Malta,2021,7.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Malta,2022,7.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Malta,2023,7.4
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Malta,2024,7.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Malta,2025,7.7
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Netherlands,2013,7.8
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Netherlands,2018,7.7
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Netherlands,2021,7.7
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Netherlands,2022,7.7
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Netherlands,2023,7.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Netherlands,2024,7.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Netherlands,2025,7.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Austria,2013,7.9
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Austria,2018,8.0
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Austria,2021,8.0
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Austria,2022,7.9
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Austria,2023,7.7
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Austria,2024,7.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Austria,2025,7.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Poland,2013,7.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Poland,2018,7.7
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Poland,2021,7.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Poland,2022,7.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Poland,2023,7.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Poland,2024,7.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Poland,2025,7.7
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Portugal,2013,6.7
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Portugal,2018,7.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Portugal,2021,
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Portugal,2022,7.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Portugal,2023,7.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Portugal,2024,7.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Portugal,2025,7.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Romania,2013,7.3
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Romania,2018,7.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Romania,2021,7.8
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Romania,2022,7.8
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Romania,2023,7.8
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Romania,2024,7.8
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Romania,2025,7.9
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Slovenia,2013,6.9
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Slovenia,2018,7.1
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Slovenia,2021,7.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Slovenia,2022,7.4
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Slovenia,2023,7.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Slovenia,2024,7.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Slovenia,2025,7.5
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Slovakia,2013,6.8
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Slovakia,2018,7.0
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Slovakia,2021,7.0
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Slovakia,2022,6.9
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Slovakia,2023,7.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Slovakia,2024,7.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Slovakia,2025,7.2
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Finland,2013,8.0
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Finland,2018,8.1
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Finland,2021,8.0
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Finland,2022,7.8
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Finland,2023,7.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Finland,2024,7.7
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Finland,2025,7.7
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Sweden,2013,7.9
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Sweden,2018,7.8
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Sweden,2021,7.6
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Sweden,2022,7.4
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Sweden,2023,7.4
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Sweden,2024,7.4
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Sweden,2025,7.4
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Iceland,2013,7.9
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Iceland,2018,8.1
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Iceland,2021,
Annual,Average,Rating (0-10),Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Life as a whole,Total,16 years or over,Iceland,2022,
